connector,conectorChannel,stripNb,axis,pitch(mm),interpitch(mm),neighbours(:separated)
0,0,0,y,1,0.9:0.75,1,-113.875,-13.45
0,1,1,y,1,0.9:0.75,0:2,-112.875,-13.45
0,2,2,y,1,0.9:0.75,1:3,-111.875,-13.45
0,3,3,y,1,0.9:0.75,2:4,-110.875,-13.45
0,4,4,y,1,0.9:0.75,3:5,-109.875,-13.45
0,5,5,y,1,0.9:0.75,4:6,-108.875,-13.45
0,6,6,y,1,0.9:0.75,5:7,-107.875,-13.45
0,7,7,y,1,0.9:0.75,6:8,-106.875,-13.45
0,8,8,y,1,0.9:0.75,7:9,-105.875,-13.45
0,9,9,y,1,0.9:0.75,8:10,-104.875,-13.45
0,10,10,y,1,0.9:0.75,9:11,-103.875,-13.45
0,11,11,y,1,0.9:0.75,10:12,-102.875,-13.45
0,12,12,y,1,0.9:0.75,11:13,-101.875,-13.45
0,13,13,y,1,0.9:0.75,12:14,-100.875,-13.45
0,14,14,y,1,0.9:0.75,13:15,-99.875,-13.45
0,15,15,y,1,0.9:0.75,14:16,-98.875,-13.45
0,16,16,y,1,0.9:0.75,15:17,-97.875,-13.45
0,17,17,y,1,0.9:0.75,16:18,-96.875,-13.45
0,18,18,y,1,0.9:0.75,17:19,-95.875,-13.45
0,19,19,y,1,0.9:0.75,18:20,-94.875,-13.45
0,20,20,y,1,0.9:0.75,19:21,-93.875,-13.45
0,21,21,y,1,0.9:0.75,20:22,-92.875,-13.45
0,22,22,y,1,0.9:0.75,21:23,-91.875,-13.45
0,23,23,y,1,0.9:0.75,22:24,-90.875,-13.45
0,24,24,y,1,0.9:0.75,23:25,-89.875,-13.45
0,25,25,y,1,0.9:0.75,24:26,-88.875,-13.45
0,26,26,y,1,0.9:0.75,25:27,-87.875,-13.45
0,27,27,y,1,0.9:0.75,26:28,-86.875,-13.45
0,28,28,y,1,0.9:0.75,27:29,-85.875,-13.45
0,29,29,y,1,0.9:0.75,28:30,-84.875,-13.45
0,30,30,y,1,0.9:0.75,29:31,-83.875,-13.45
0,31,31,y,1,0.9:0.75,30:32,-82.875,-13.45
0,32,32,y,1,0.9:0.75,31:33,-81.875,-13.45
0,33,33,y,1,0.9:0.75,32:34,-80.875,-13.45
0,34,34,y,1,0.9:0.75,33:35,-79.875,-13.45
0,35,35,y,1,0.9:0.75,34:36,-78.875,-13.45
0,36,36,y,1,0.9:0.75,35:37,-77.875,-13.45
0,37,37,y,1,0.9:0.75,36:38,-76.875,-13.45
0,38,38,y,1,0.9:0.75,37:39,-75.875,-13.45
0,39,39,y,1,0.9:0.75,38:40,-74.875,-13.45
0,40,40,y,1,0.9:0.75,39:41,-73.875,-13.45
0,41,41,y,1,0.9:0.75,40:42,-72.875,-13.45
0,42,42,y,1,0.9:0.75,41:43,-71.875,-13.45
0,43,43,y,1,0.9:0.75,42:44,-70.875,-13.45
0,44,44,y,1,0.9:0.75,43:45,-69.875,-13.45
0,45,45,y,1,0.9:0.75,44:46,-68.875,-13.45
0,46,46,y,1,0.9:0.75,45:47,-67.875,-13.45
0,47,47,y,1,0.9:0.75,46:48,-66.875,-13.45
0,48,48,y,1,0.9:0.75,47:49,-65.875,-13.45
0,49,49,y,1,0.9:0.75,48:50,-64.875,-13.45
0,50,50,y,1,0.9:0.75,49:51,-63.875,-13.45
0,51,51,y,1,0.9:0.75,50:52,-62.875,-13.45
0,52,52,y,1,0.9:0.75,51:53,-61.875,-13.45
0,53,53,y,1,0.9:0.75,52:54,-60.875,-13.45
0,54,54,y,1,0.9:0.75,53:55,-59.875,-13.45
0,55,55,y,1,0.9:0.75,54:56,-58.875,-13.45
0,56,56,y,1,0.9:0.75,55:57,-57.875,-13.45
0,57,57,y,1,0.9:0.75,56:58,-56.875,-13.45
0,58,58,y,1,0.9:0.75,57:59,-55.875,-13.45
0,59,59,y,1,0.9:0.75,58:60,-54.875,-13.45
0,60,60,y,1,0.9:0.75,59:61,-53.875,-13.45
0,61,61,y,1,0.9:0.75,60:62,-52.875,-13.45
0,62,62,y,1,0.9:0.75,61:63,-51.875,-13.45
0,63,63,y,1,0.9:0.75,62,-50.875,-13.45
1,0,64,y,1,0.67:0.5,1,-49.75,-13.45
1,1,65,y,1,0.67:0.5,0:2,-48.75,-13.45
1,2,66,y,1,0.67:0.5,1:3,-47.75,-13.45
1,3,67,y,1,0.67:0.5,2:4,-46.75,-13.45
1,4,68,y,1,0.67:0.5,3:5,-45.75,-13.45
1,5,69,y,1,0.67:0.5,4:6,-44.75,-13.45
1,6,70,y,1,0.67:0.5,5:7,-43.75,-13.45
1,7,71,y,1,0.67:0.5,6:8,-42.75,-13.45
1,8,72,y,1,0.67:0.5,7:9,-41.75,-13.45
1,9,73,y,1,0.67:0.5,8:10,-40.75,-13.45
1,10,74,y,1,0.67:0.5,9:11,-39.75,-13.45
1,11,75,y,1,0.67:0.5,10:12,-38.75,-13.45
1,12,76,y,1,0.67:0.5,11:13,-37.75,-13.45
1,13,77,y,1,0.67:0.5,12:14,-36.75,-13.45
1,14,78,y,1,0.67:0.5,13:15,-35.75,-13.45
1,15,79,y,1,0.67:0.5,14:16,-34.75,-13.45
1,16,80,y,1,0.67:0.5,15:17,-33.75,-13.45
1,17,81,y,1,0.67:0.5,16:18,-32.75,-13.45
1,18,82,y,1,0.67:0.5,17:19,-31.75,-13.45
1,19,83,y,1,0.67:0.5,18:20,-30.75,-13.45
1,20,84,y,1,0.67:0.5,19:21,-29.75,-13.45
1,21,85,y,1,0.67:0.5,20:22,-28.75,-13.45
1,22,86,y,1,0.67:0.5,21:23,-27.75,-13.45
1,23,87,y,1,0.67:0.5,22:24,-26.75,-13.45
1,24,88,y,1,0.67:0.5,23:25,-25.75,-13.45
1,25,89,y,1,0.67:0.5,24:26,-24.75,-13.45
1,26,90,y,1,0.67:0.5,25:27,-23.75,-13.45
1,27,91,y,1,0.67:0.5,26:28,-22.75,-13.45
1,28,92,y,1,0.67:0.5,27:29,-21.75,-13.45
1,29,93,y,1,0.67:0.5,28:30,-20.75,-13.45
1,30,94,y,1,0.67:0.5,29:31,-19.75,-13.45
1,31,95,y,1,0.67:0.5,30:32,-18.75,-13.45
1,32,96,y,1,0.67:0.5,31:33,-17.75,-13.45
1,33,97,y,1,0.67:0.5,32:34,-16.75,-13.45
1,34,98,y,1,0.67:0.5,33:35,-15.75,-13.45
1,35,99,y,1,0.67:0.5,34:36,-14.75,-13.45
1,36,100,y,1,0.67:0.5,35:37,-13.75,-13.45
1,37,101,y,1,0.67:0.5,36:38,-12.75,-13.45
1,38,102,y,1,0.67:0.5,37:39,-11.75,-13.45
1,39,103,y,1,0.67:0.5,38:40,-10.75,-13.45
1,40,104,y,1,0.67:0.5,39:41,-9.75,-13.45
1,41,105,y,1,0.67:0.5,40:42,-8.75,-13.45
1,42,106,y,1,0.67:0.5,41:43,-7.75,-13.45
1,43,107,y,1,0.67:0.5,42:44,-6.75,-13.45
1,44,108,y,1,0.67:0.5,43:45,-5.75,-13.45
1,45,109,y,1,0.67:0.5,44:46,-4.75,-13.45
1,46,110,y,1,0.67:0.5,45:47,-3.75,-13.45
1,47,111,y,1,0.67:0.5,46:48,-2.75,-13.45
1,48,112,y,1,0.67:0.5,47:49,-1.75,-13.45
1,49,113,y,1,0.67:0.5,48:50,-0.75,-13.45
1,50,114,y,1,0.67:0.5,49:51,0.25,-13.45
1,51,115,y,1,0.67:0.5,50:52,1.25,-13.45
1,52,116,y,1,0.67:0.5,51:53,2.25,-13.45
1,53,117,y,1,0.67:0.5,52:54,3.25,-13.45
1,54,118,y,1,0.67:0.5,53:55,4.25,-13.45
1,55,119,y,1,0.67:0.5,54:56,5.25,-13.45
1,56,120,y,1,0.67:0.5,55:57,6.25,-13.45
1,57,121,y,1,0.67:0.5,56:58,7.25,-13.45
1,58,122,y,1,0.67:0.5,57:59,8.25,-13.45
1,59,123,y,1,0.67:0.5,58:60,9.25,-13.45
1,60,124,y,1,0.67:0.5,59:61,10.25,-13.45
1,61,125,y,1,0.67:0.5,60:62,11.25,-13.45
1,62,126,y,1,0.67:0.5,61:63,12.25,-13.45
1,63,127,y,1,0.67:0.5,62,13.25,-13.45
2,0,0,x,1,0.1,1,-113.875,-13.45
2,1,1,x,1,0.1,0:2,-113.875,-12.45
2,2,2,x,1,0.1,1:3,-113.875,-11.45
2,3,3,x,1,0.1,2:4,-113.875,-10.45
2,4,4,x,1,0.1,3:5,-113.875,-9.45
2,5,5,x,1,0.1,4:6,-113.875,-8.45
2,6,6,x,1,0.1,5:7,-113.875,-7.45
2,7,7,x,1,0.1,6:8,-113.875,-6.45
2,8,8,x,1,0.1,7:9,-113.875,-5.45
2,9,9,x,1,0.1,8:10,-113.875,-4.45
2,10,10,x,1,0.1,9:11,-113.875,-3.45
2,11,11,x,1,0.1,10:12,-113.875,-2.45
2,12,12,x,1,0.1,11:13,-113.875,-1.45
2,13,13,x,1,0.1,12:14,-113.875,-0.45
2,14,14,x,1,0.1,13:15,-113.875,0.55
2,15,15,x,1,0.1,14:16,-113.875,1.55
